Projid	ID Number	collaborator sample id	BSP Sample ID	Available Volume	Conc	total	RIN by BSP	"Plate #, Product Order"	Plate ID and GSSR Kit ID	well	RiboGreen Quant ng/ul	ug of Leftover RNA	Notes
10222853	237	237_120426	SM-2T74D	37.6	195.3	7.3	7.4	"Plate 6, PDO-551 RIN 7-8"	CO-6188756 BISR13872	A12	144.88	2.0	
20201189	20	20_120411	SM-2T7HY	36.0	205.3	7.4	8.3	"Plate 6, PDO-551 RIN 7-8"	CO-6188756 BISR13872	A02	132.92	1.4	
66754397	258	258_120426	SM-2T742	37.8	196	7.4	8.0	"Plate 6, PDO-551 RIN 7-8"	CO-6188756 BISR13872	B01	163.7	2.9	
10292311	218	218_120425	SM-2T73L	39.5	191.7	7.6	8.3	"Plate 6, PDO-551 RIN 7-8"	CO-6188756 BISR13872	B08	189.33	4.1	
81852640	429	429_120507	SM-2T79U	37.4	203.2	7.6	7.6	"Plate 6, PDO-551 RIN 7-8"	CO-6188756 BISR13872	A10	178.89	3.6	
20922259	287	287_120430	SM-2T75C	38.0	204.4	7.8	7.1	"Plate 6, PDO-551 RIN 7-8"	CO-6188756 BISR13872	B03	159.95	2.7	
20366419	78	78_120417	SM-2T71Z	35.2	221.9	7.8	7.4	"Plate 6, PDO-551 RIN 7-8"	CO-6188756 BISR13872	A01	159.06	2.6	
10433070	51	51_120416	SM-2T6ZZ	40.3	194.2	7.8	8.2	"Plate 6, PDO-551 RIN 7-8"	CO-6188756 BISR13872	C02	200.02	4.6	
50405042	603	603_120523	SM-2T7E6	38.0	206.7	7.9	8.2	"Plate 6, PDO-551 RIN 7-8"	CO-6188756 BISR13872	B02	193.43	4.3	
50105437	72	72_120417	SM-2T71T	37.5	210	7.9	7.8	"Plate 6, PDO-551 RIN 7-8"	CO-6188756 BISR13872	A11	151.03	2.2	
36492755	234	234_120425	SM-2T739	39.2	201.1	7.9	8.1	"Plate 6, PDO-551 RIN 7-8"	CO-6188756 BISR13872	B07	168.68	3.1	
11326252	185	185_120424	SM-2T6YR	39.7	199.5	7.9	7.3	"Plate 6, PDO-551 RIN 7-8"	CO-6188756 BISR13872	B10	217.44	5.4	
50305165	23	23_120411	SM-2T7I2	39.0	206.4	8.0	7.4	"Plate 6, PDO-551 RIN 7-8"	CO-6188756 BISR13872	B06	163.51	2.8	
50102240	116	116_120418	SM-2T6WN	39.7	203	8.1	7.6	"Plate 6, PDO-551 RIN 7-8"	CO-6188756 BISR13872	B09	149.33	2.2	
82624422	533	533_120516	SM-2T7BJ	39.0	206.8	8.1	8.5	"Plate 6, PDO-551 RIN 7-8"	CO-6188756 BISR13872	B05	182.81	3.8	
11464261	58	58_120417	SM-2T71E	40.4	201.8	8.2	7.1	"Plate 6, PDO-551 RIN 7-8"	CO-6188756 BISR13872	C03	180.3	3.7	
20610726	88	88_120417	SM-2T72A	38.4	214	8.2	8.7	"Plate 6, PDO-551 RIN 7-8"	CO-6188756 BISR13872	B04	210.95	5.1	
68015667	411	411_120503	SM-2T78K	40.9	203.7	8.3	7.3	"Plate 6, PDO-551 RIN 7-8"	CO-6188756 BISR13872	C06	170.98	3.2	
15121461	355	355_120501	SM-2T77E	40.5	206	8.3	7.8	"Plate 6, PDO-551 RIN 7-8"	CO-6188756 BISR13872	C04	185.46	3.9	
20204538	94	94_120417	SM-2T72J	41.1	204.6	8.4	7.9	"Plate 6, PDO-551 RIN 7-8"	CO-6188756 BISR13872	C10	187.51	4.0	
20933324	397	397_120503	SM-2T78D	40.8	207.2	8.5	7.6	"Plate 6, PDO-551 RIN 7-8"	CO-6188756 BISR13872	C05	179.74	3.6	
20665307	212	212_120424	SM-2T733	40.3	213.4	8.6	7.5	"Plate 6, PDO-551 RIN 7-8"	CO-6188756 BISR13872	C01	235.09	6.3	
10249336	328	328_120501	SM-2T76G	41.0	212.4	8.7	8.3	"Plate 6, PDO-551 RIN 7-8"	CO-6188756 BISR13872	C07	176.58	3.5	
21112011	335	335_120501	SM-2T76T	39.9	220.4	8.8	7.2	"Plate 6, PDO-551 RIN 7-8"	CO-6188756 BISR13872	B11	179.74	3.6	
10277308	187	187_120424	SM-2T6YV	43.6	202.6	8.8	8.1	"Plate 6, PDO-551 RIN 7-8"	CO-6188756 BISR13872	D07	202.79	4.7	
20299973	24	24_120411	SM-2T6ZG	40.2	221.9	8.9	8.4	"Plate 6, PDO-551 RIN 7-8"	CO-6188756 BISR13872	B12	199.99	4.6	
60725338	682	682_120604	SM-2T7GU	41.0	222.8	9.1	7.1	"Plate 6, PDO-551 RIN 7-8"	CO-6188756 BISR13872	C08	228.42	6.0	
65001607	437	437_120507	SM-2T7A3	41.8	219.1	9.2	8.0	"Plate 6, PDO-551 RIN 7-8"	CO-6188756 BISR13872	C12	189.33	4.1	
20800682	152	152_120419	SM-2T6X6	43.8	211.6	9.3	7.9	"Plate 6, PDO-551 RIN 7-8"	CO-6188756 BISR13872	D08	232.98	6.2	
50108912	637	637_120524	SM-2T7F5	42.0	220.9	9.3	7.3	"Plate 6, PDO-551 RIN 7-8"	CO-6188756 BISR13872	D01	219.91	5.6	
50302428	173	173_120424	SM-2T6YN	43.6	214.6	9.3	7.4	"Plate 6, PDO-551 RIN 7-8"	CO-6188756 BISR13872	D06	181.29	3.7	
11319389	100	100_120417	SM-2T72B	44.9	212	9.5	7.5	"Plate 6, PDO-551 RIN 7-8"	CO-6188756 BISR13872	D11	224.2	5.8	
20147026	180	180_120424	SM-2T6YP	45.0	212.1	9.5	7.5	"Plate 6, PDO-551 RIN 7-8"	CO-6188756 BISR13872	E02	214.73	5.3	
10478041	65	65_120417	SM-2T71M	42.6	225.8	9.6	7.3	"Plate 6, PDO-551 RIN 7-8"	CO-6188756 BISR13872	D03	143.17	1.9	
11409232	267	267_120430	SM-2T74R	43.0	225.7	9.7	8.0	"Plate 6, PDO-551 RIN 7-8"	CO-6188756 BISR13872	D05	173.17	3.3	
10460587	40	40_120416	SM-2T6ZW	44.0	220.8	9.7	7.3	"Plate 6, PDO-551 RIN 7-8"	CO-6188756 BISR13872	D09	224.75	5.8	
53772202	505	505_120515	SM-2T7BF	46.2	210.5	9.7	7.1	"Plate 6, PDO-551 RIN 7-8"	CO-6188756 BISR13872	E03	249.96	7.0	
64493027	291	291_120430	SM-2T75W	42.2	231.1	9.8	8.1	"Plate 6, PDO-551 RIN 7-8"	CO-6188756 BISR13872	D02	234.35	6.2	
50402017	562	562_120517	SM-2T7D1	43.0	227.3	9.8	7.9	"Plate 6, PDO-551 RIN 7-8"	CO-6188756 BISR13872	D04	209.57	5.1	
00482428	253	253_120426	SM-2T73T	44.9	220.6	9.9	7.5	"Plate 6, PDO-551 RIN 7-8"	CO-6188756 BISR13872	D12	227.3	5.9	
20584923	589	589_120522	SM-2T7DR	41.6	239.3	10.0	7.5	"Plate 6, PDO-551 RIN 7-8"	CO-6188756 BISR13872	C11	237.28	6.4	
20105242	508	508_120515	SM-2T7BL	44.0	226.8	10.0	8.4	"Plate 6, PDO-551 RIN 7-8"	CO-6188756 BISR13872	D10	165.96	3.0	
