Projid	ID Number	collaborator sample id	BSP Sample ID	Available Volume	Conc	total	RIN by BSP	"Plate #, Product Order"	Plate ID and GSSR Kit ID	well	RiboGreen Quant ng/ul	ug of Leftover RNA	Notes
77239958	718	718_120531	SM-2T7GI	59.8	356	21.2888	8.3	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	G12	136.75	1.6	
15161351	713	713_120531	SM-2T7GD	47.0	244.3	11.4821	7.6	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	G12	153.71	2.4	
20594407	708	708_120531	SM-2T7G8	59.2	329.3	19.49456	7.2	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	C04	114.91	0.5	
76867532	711	711_120531	SM-2T7GB	54.0	295.9	15.9786	6.5	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	D11	138.55	1.7	
23004922	710	710_120531	SM-2T7GA	54.0	290	15.66	6.2	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	D11	217.34	5.4	
20263921	715	715_120531	SM-2T7GF	68.6	489.7	33.59342	6.2	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	A02	158.87	2.6	
16513683	709	709_120531	SM-2T7G9	55.2	303.1	16.73112	5.8	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	D04	194.26	4.3	
21406920	721	721_120531	SM-2T7GL	55.6	284.2	15.80152	5.8	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	E02	217.73	5.5	
89377194	714	714_120531	SM-2T7GE	55.6	303.2	16.85792	5.2	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	D03	224.6	5.8	
32705437	716	716_120531	SM-2T7GG	51.5	278.9	14.36335	5.0	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	E05	173.45	3.3	
21413181	44	44_120416	SM-2T718	45.7	250.2	11.43414	8.7	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	D01	239.47	6.5	
65736039	660	660_120530	SM-2T7FR	56.0	202.5	11.34	8.1	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	B12	179.91	3.6	
21181988	64	64_120417	SM-2T71J	47.1	230.7	10.86597	8.3	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	F01	187.7	4.0	
21000504	260	260_120426	SM-2T73S	48.3	237	11.45299893	8.3	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	F03	193.42	4.3	
92613520	206	206_120424	SM-2T6Z6	45.3	236.9	10.73289901	8.4	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	D03	183.14	3.8	
20561642	494	494_120515	SM-2T7B4	55.0	239.6	13.178	8.5	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	D11	185.77	3.9	
10262905	188	188_120424	SM-2T6YK	52.0	257.8	13.4082012	8.0	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	C03	192.95	4.3	
50109927	252	252_120426	SM-2T746	49.0	251.9	12.34980054	8.0	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	G03	183.23	3.8	
20834164	702	702_120605	SM-2T7HF	49.0	255.9	12.5391	8.8	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	H04	183.54	3.8	
86408244	240	240_120426	SM-2T74G	46.7	244.5	11.42449967	8.0	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	H03	171.4	3.2	
50404299	356	356_120501	SM-2T77F	48.1	246.5	11.85665	8.3	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	F05	171.51	3.2	
20179164	164	164_120423	SM-2T6Y7	52.8	275.8	14.54860169	8.6	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	B03	199.06	4.6	
20970441	280	280_120430	SM-2T755	47.9	245.2	11.73339867	8.2	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	C04	166.04	3.0	
20240514	74	74_120417	SM-2T71V	44.2	236.3	10.44446	8.8	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	B02	153.37	2.4	
11453772	162	162_120423	SM-2T6Y5	46.9	251.1	11.77400116	8.5	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	H02	165.25	2.9	
10267798	384	384_120503	SM-2T77Z	52.5	274.1	14.39025	8.1	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	H05	186.78	4.0	
10480383	54	54_120417	SM-2T71L	51.3	253.3	12.99429	8.4	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	G01	162.13	2.8	
10490993	332	332_120501	SM-2T76A	48.5	267.2	12.9592	8.1	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	C05	175.09	3.4	
20917568	488	488_120515	SM-2T7AX	56.0	288.7	16.1672	8.3	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	B11	195.1	4.4	
11616707	81	81_120417	SM-2T723	50.9	276.6	14.07894	8.3	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	C02	180.75	3.7	
93815598	266	266_120430	SM-2T74Q	46.3	242.1	11.20609965	8.0	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	A04	145.86	2.0	
20966477	47	47_120416	SM-2T6ZY	55.8	269.4	15.03252	8.2	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	C01	164.4	2.9	
21183160	510	510_120515	SM-2T7BN	44.0	258.2	11.3608	8.5	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	H06	152.78	2.3	
37178462	547	547_120516	SM-2T7CL	49.0	285.6	13.9944	8.0	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	A08	179.26	3.6	
87410220	593	593_120522	SM-2T7DU	56.0	277.3	15.5288	8.0	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	B09	169.81	3.2	
21405627	388	388_120503	SM-2T784	53.6	281.7	15.09912	8.7	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	A06	170.14	3.2	
50104134	363	363_120502	SM-2T76N	48.4	266.8	12.91312	8.2	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	E05	153.54	2.4	
65652206	470	470_120514	SM-2T7AF	51.6	271.5	14.0094	8.6	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	D10	157.33	2.6	
83034844	522	522_120515	SM-2T7BY	45.5	287.1	13.06305	8.6	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	D07	172.53	3.3	
10447620	32	32_120416	SM-2T6ZO	53.4	295.4	15.77436	8.4	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	B01	178.04	3.5	
50301099	274	274_120430	SM-2T74Y	48.6	255.2	12.39820041	9.1	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	B04	134.72	1.5	
89614402	662	662_120530	SM-2T7FT	58.0	306.9	17.8002	8.5	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	C12	186.05	3.9	
11444465	286	286_120430	SM-2T75B	50.8	269	13.65400153	9.2	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	D04	144.25	1.9	
66924745	399	399_120503	SM-2T78F	57.5	296.5	17.04875	8.0	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	C06	169.35	3.1	
20494368	375	375_120502	SM-2T76K	52.0	292.8	15.2256	8.2	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	D05	165.22	2.9	
20726273	473	473_120514	SM-2T7AI	55.4	296.7	16.43718	8.6	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	F10	167.75	3.1	
85171938	663	663_120530	SM-2T7FU	53.4	303.9	16.22209995	8.0	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	D12	173.15	3.3	
11619606	632	632_120524	SM-2T7EZ	54.0	289.9	15.6546	8.1	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	A12	158.16	2.6	
10271474	83	83_120417	SM-2T725	47.5	280.9	13.34275	8.3	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	D02	148.5	2.1	
22776575	495	495_120515	SM-2T7B5	60.0	305.8	18.348	8.6	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	E11	173.27	3.3	
95919181	496	496_120515	SM-2T7B6	59.8	312	18.6576	8.6	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	F11	177.71	3.5	
11345331	434	434_120507	SM-2T79Z	49.2	266.4	13.10688	8.6	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	C10	132.09	1.3	
98953007	489	489_120515	SM-2T7AY	59.0	303.3	17.8947	8.2	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	C11	168.36	3.1	
10288185	480	480_120514	SM-2T7AP	52.7	288.6	15.20922	8.6	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	H10	150.77	2.2	
45115248	563	563_120517	SM-2T7D2	53.5	289.8	15.5043	8.3	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	C08	145.65	2.0	
21411459	451	451_120507	SM-2T79A	58.0	308.2	17.8756	8.1	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	G09	160.29	2.7	
50102952	112	112_120418	SM-2T72T	61.9	337.3	20.87887	8.6	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	E02	187.25	4.0	
20532115	516	516_120515	SM-2T7BS	53.0	298.2	15.8046	8.2	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	B07	147.09	2.1	
94828877	304	304_120430	SM-2T75U	61.7	346.2	21.36054	8.6	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	B05	193.67	4.3	
20104101	536	536_120516	SM-2T7CA	57.6	328.7	18.93312	8.6	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	G07	174.83	3.4	
23690880	380	380_120503	SM-2T77V	60.9	308.5	18.78765	8.0	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	G05	153.71	2.4	
38967303	502	502_120515	SM-2T7BC	63.6	335.6	21.34416	8.6	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	E06	178.94	3.6	
62483327	458	458_120507	SM-2T79F	59.0	339.1	20.0069	8.0	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	H09	174.53	3.4	
09650662	565	565_120517	SM-2T7D4	59.8	320.9	19.18982	8.5	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	E08	155.04	2.4	
21403733	528	528_120515	SM-2T7C5	56.0	330.4	18.5024	8.5	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	F07	162.06	2.8	
43074402	396	396_120503	SM-2T78C	60.9	337.4	20.54766	9.0	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	B06	164.02	2.9	
87038802	559	559_120517	SM-2T7CX	61.0	365.1	22.2711	8.7	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	B08	186.05	3.9	
01243685	520	520_120515	SM-2T7BW	58.0	349.2	20.2536	8.1	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	C07	168.11	3.1	
14184286	595	595_120522	SM-2T7DW	61.0	347.6	21.2036	9.9	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	D09	166.28	3.0	
07253015	509	509_120515	SM-2T7BM	57.0	334.8	19.0836	8.1	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	G06	150.35	2.2	
20280666	588	588_120522	SM-2T7DQ	62.0	371.2	23.0144	8.4	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	A09	184.87	3.9	
21272396	567	567_120521	SM-2T7D6	57.2	343.2	19.63104	8.5	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	F08	155.32	2.5	
20865035	532	532_120516	SM-2T7BI	58.6	357.2	20.93192	8.2	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	F06	167.79	3.1	
39989287	626	626_120524	SM-2T7ET	65.0	350.5	22.7825	8.4	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	G11	160.39	2.7	
11469504	631	631_120524	SM-2T7EY	59.0	324.1	19.1219	8.0	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	H11	133.52	1.4	
51400993	681	681_120604	SM-2T7GT	61.5	373	22.9395	8.2	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	E04	182.4	3.8	
20559562	578	578_120521	SM-2T7DH	62.0	361.6	22.4192	8.2	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	H08	170.31	3.2	
20149910	4	04_120405	SM-2T7HO	59.0	369	21.771	8.8	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	A05	176.2	3.5	
50101523	430	430_120507	SM-2T79V	62.6	378.7	23.70662	8.6	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	B10	181.34	3.7	
11681508	403	403_120503	SM-2T78I	63.8	358.1	22.83639868	8.2	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	F09	159.46	2.7	
92113025	541	541_120516	SM-2T7CF	59.0	361.7	21.3403	8.4	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	H07	161.9	2.8	
92393245	664	664_120530	SM-2T7FV	66.0	384.5	25.377	8.2	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	E12	176.26	3.5	
17219510	574	574_120521	SM-2T7DD	64.0	372.8	23.8592	8.3	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	G08	159.52	2.7	
20154287	68	68_120417	SM-2T71P	59.2	350.9	20.77328	8.8	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	H01	136.81	1.6	
69982533	511	511_120515	SM-2T7BO	62.0	387.3	24.0126	8.0	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	A07	170.52	3.2	
34962204	426	426_120507	SM-2T79R	64.0	396.6	25.3824	8.4	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	A10	168.04	3.1	
20399274	722	722_120531	SM-2T7GM	64.0	397.8	25.4592	9.5	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	H12	164.72	2.9	
20602974	125	125_120419	SM-2T6XI	65.6	394.9	25.9007012	8.4	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	F02	159.94	2.7	
20455807	666	666_120530	SM-2T7FX	68.0	423.3	28.7844	8.2	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	F12	181.38	3.7	
20583594	693	693_120605	SM-2T7H6	65.3	413.1	26.97543	8.1	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	F04	170.56	3.2	
10290427	471	471_120514	SM-2T7AG	69.0	402.8	27.7932	8.0	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	E10	158.98	2.6	
50400835	498	498_120515	SM-2T7B8	62.0	353.7	21.9294	8.1	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	D06	107.96	0.2	
20569910	477	477_120514	SM-2T7AM	65.0	396.9	25.7985	8.3	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	G10	143.97	1.9	
20904509	25	25_120411	SM-2T6ZJ	63.8	383.4	24.46092	8.2	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	A02	127.08	1.1	
11615242	483	483_120515	SM-2T7AS	64.0	397	25.408	8.3	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	A11	139.29	1.7	
20939708	596	596_120522	SM-2T7DX	66.8	435.7	29.10476	8.3	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	E09	177.79	3.5	
61142759	221	221_120425	SM-2T73I	66.8	371.3	24.81980098	8.5	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	E03	108.8	0.2	
31509843	564	564_120517	SM-2T7D3	61.0	400.4	24.4244	8.7	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	D08	135.18	1.5	
39316600	526	526_120515	SM-2T7C3	63.5	425.9	27.04465	8.3	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	E07	157.85	2.6	
15113169	26	26_120411	SM-2T6ZI	67.2	437.3	29.38656	8.7	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	A01	142.68	1.8	
20124321	136	136_120419	SM-2T6XJ	70.7	507.4	35.85580155	8.3	"Plate 1, PDO-397 RIN 8-9"	CO-5976954 BISR13738	G02	131.41	1.3	
30711043	249	249_120426	SM-2T743	54.1	271.1	14.65839869	7.6	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	C02	69.93	-1.6	Cherry Pick Out
34726040	311	311_120430	SM-2T75G	53.5	267.2	14.29179854	7.9	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	H10	91.29	-0.6	Cherry Pick Out
20521752	368	368_120502	SM-2T77H	55.1	301.8	16.62918	7.7	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	H06	105.73	0.1	
20798913	1	01_120405	SM-2T6ZE	71.0	471.2	33.4552	7.7	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	A02	112.57	0.4	
50301675	507	507_120515	SM-2T7BK	56.0	286.6	16.0496	7.7	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	D01	112.96	0.4	
20914669	2	02_120405	SM-2T7HM	60.0	359.9	21.594	7.8	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	F02	114.64	0.5	
50500136	213	213_120425	SM-2T73D	52.1	258.2	13.44579857	7.7	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	B12	115.59	0.5	
17929065	468	468_120514	SM-2T7AD	64.0	345.7	22.1248	7.6	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	F05	121.23	0.8	
84653463	684	684_120604	SM-2T7GW	63.6	405	25.758	7.7	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	G03	122.19	0.9	
87779516	285	285_120430	SM-2T75A	48.4	254	12.28900006	7.9	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	C08	122.47	0.9	
10291856	456	456_120507	SM-2T793	61.0	329.9	20.1239	7.4	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	E09	122.73	0.9	
10669174	284	284_120430	SM-2T759	65.2	436.1	28.42399933	7.4	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	C07	123.12	0.9	
20275399	166	166_120423	SM-2T6XO	61.1	374.2	22.8530002	7.9	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	B06	127.23	1.1	
20297791	294	294_120430	SM-2T75I	50.1	258.6	12.96619883	7.5	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	C10	127.74	1.1	
10260309	418	418_120507	SM-2T79J	67.2	462.4	31.07328	7.6	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	F01	128.22	1.2	
70917649	647	647_120529	SM-2T7FF	61.0	345.8	21.0938	7.6	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	G08	128.45	1.2	
21001807	378	378_120503	SM-2T77T	59.7	334.7	19.98159	7.9	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	H07	130.64	1.3	
71727427	524	524_120515	SM-2T7C1	61.0	406.2	24.7782	7.4	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	D04	130.68	1.3	
07287209	591	591_120522	SM-2T7DS	67.4	441.1	29.73014	7.4	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	E04	132.82	1.4	
20267709	244	244_120426	SM-2T74K	49.3	280	13.8150012	7.4	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	C05	133.31	1.4	
20139850	113	113_120418	SM-2T6WM	53.4	266.8	14.25420087	7.9	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	A11	133.32	1.4	
11455530	517	517_120515	SM-2T7BT	60.0	392.1	23.526	7.6	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	D03	134.02	1.4	
21191200	30	30_120416	SM-2T6ZM	59.0	361	21.299	7.7	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	A04	136.25	1.5	
11466579	141	141_120419	SM-2T6WU	50.1	252.6	12.66679877	7.5	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	B01	136.25	1.5	
20205705	614	614_120523	SM-2T7EH	59.0	324.4	19.1396	7.5	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	G02	136.47	1.6	
77330002	653	653_120529	SM-2T7FK	50.0	262.7	13.135	7.5	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	G09	136.79	1.6	
20946545	28	28_120411	SM-2T6ZK	50.6	282	14.2692	7.5	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	H09	137.57	1.6	
10577337	633	633_120524	SM-2T7F1	62.0	330.7	20.5034	7.5	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	G05	138.26	1.6	
21402016	277	277_120430	SM-2T752	51.0	270.7	13.80869936	7.5	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	C06	139.47	1.7	
50104008	77	77_120417	SM-2T71Y	60.8	371.2	22.56896	7.8	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	A07	139.75	1.7	
90267190	238	238_120426	SM-2T74E	50.2	258.7	12.97540118	7.4	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	C04	140.26	1.7	
77143621	250	250_120426	SM-2T744	62.5	333	20.80999917	7.5	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	C03	141.41	1.8	
37065652	634	634_120524	SM-2T7F2	54.0	293.6	15.8544	7.7	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	G06	141.99	1.8	
46251007	405	405_120503	SM-2T78P	53.0	285.2	15.12820014	7.9	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	E06	143.23	1.9	
20221273	138	138_120419	SM-2T6XC	69.2	475.1	32.88419853	7.8	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	B04	144.09	1.9	
29933130	203	203_120424	SM-2T6Z3	58.4	322.1	18.8082017	7.4	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	B10	144.94	2.0	
10435090	449	449_120507	SM-2T798	58.5	258.7	15.13395	7.4	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	E10	145.19	2.0	
20244554	80	80_120417	SM-2T722	50.6	268	13.5608	7.8	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	A08	145.54	2.0	
15218541	296	296_120430	SM-2T75V	63.1	374.8	23.64988	7.9	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	H03	145.73	2.0	
21407511	122	122_120418	SM-2T6WT	59.8	336.5	20.13300027	7.6	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	A12	146	2.0	
20506587	154	154_120423	SM-2T6XW	52.3	287.3	15.03199855	7.7	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	B07	146.63	2.0	
21411323	390	390_120503	SM-2T786	50.0	257.5	12.875	7.9	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	H08	147.04	2.1	
10405008	700	700_120605	SM-2T7HD	61.0	353.8	21.5818	7.8	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	C11	147.35	2.1	
21402304	299	299_120430	SM-2T75R	49.0	240.6	11.7894	7.4	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	H02	147.6	2.1	
20944237	191	191_120424	SM-2T6YA	70.0	514.9	36.03089985	7.4	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	B08	148.16	2.1	
45566083	572	572_120521	SM-2T7DB	64.0	373.9	23.9296	7.7	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	H11	148.68	2.1	
50303145	129	129_120419	SM-2T6XG	58.4	304.4	17.78860026	7.9	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	B05	148.95	2.1	
10929637	354	354_120501	SM-2T77D	50.4	260	13.104	7.6	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	H05	149.07	2.2	
20197364	607	607_120523	SM-2T7EA	57.0	296.6	16.9062	7.6	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	G01	149.53	2.2	
20207013	680	680_120604	SM-2T7GS	55.2	300.4	16.58208	7.7	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	D05	150.11	2.2	
20380417	500	500_120515	SM-2T7BA	61.0	306	18.666	7.3	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	C12	150.15	2.2	
21101658	484	484_120515	SM-2T7AT	49.0	267.2	13.0928	7.9	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	F07	151.89	2.3	
20252720	101	101_120418	SM-2T72W	61.1	319.5	19.52145	7.4	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	A10	152.12	2.3	
51815338	540	540_120516	SM-2T7CE	55.6	301.6	16.76896	7.4	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	D08	152.14	2.3	
50402693	629	629_120524	SM-2T7EW	61.0	340.8	20.7888	7.8	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	H12	154.5	2.4	
50106992	326	326_120501	SM-2T76F	51.6	255.1	13.16316	7.6	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	H04	154.7	2.4	
89903942	580	580_120521	SM-2T7DJ	63.0	380.1	23.9463	7.4	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	E03	154.82	2.4	
20242958	431	431_120507	SM-2T79W	53.2	288.3	15.33756	7.5	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	F03	156.54	2.5	
92996364	513	513_120515	SM-2T7BP	49.0	271.5	13.3035	7.5	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	D02	157.32	2.6	
21412752	300	300_120430	SM-2T75Q	56.1	285.6	16.02216	7.6	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	H01	158.36	2.6	
20260734	673	673_120530	SM-2T7G5	60.0	316.7	19.002	7.5	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	G11	159.04	2.6	
74753465	724	724_120605	SM-2T7HL	44.0	230.1	10.1244	7.4	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	E05	159.93	2.7	
20120255	604	604_120523	SM-2T7E7	59.0	333.2	19.6588	7.5	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	F11	160.1	2.7	
94722642	450	450_120507	SM-2T799	49.4	251.5	12.4241	7.5	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	E11	160.43	2.7	
